id_client,nom,prenom,date_naissance,nationalite,pays_residence,risque_pays,classification_pays,profession,secteur_activite,segment,patrimoine_declare,revenus_declare,structure_juridique,est_pep,type_pep,est_mep,est_sous_sanctions,est_declare_crf,screening_worldcheck,screening_dowjones,date_entree_relation
CLI_0145,Duhamel,Nicolas,1975-08-04,Portugal,France,0,FAIBLE,Expert comptable,Finance,HNWI,2378351.02,194175.68,physique,False,,False,False,False,clear,clear,2023-07-08
CLI_0146,Dupré,Vincent,1961-02-02,Belgium,Belgium,0,FAIBLE,Rentier,Patrimoine,HNWI,3427274.89,243326.12,physique,False,,False,False,False,clear,clear,2016-11-24
CLI_0147,Auger,Amélie,1948-05-19,France,France,0,FAIBLE,Promoteur immobilier,Immobilier,HNWI,1000000.0,51839.88,physique,False,,False,False,False,clear,clear,2019-01-30
CLI_0148,Pages,Diane,1975-06-18,Belgium,Belgium,0,FAIBLE,Expert comptable,Finance,HNWI,1000000.0,78755.66,moral,False,,False,False,False,clear,clear,2018-03-07
CLI_0149,Barthelemy,Stéphanie,1983-07-08,France,France,0,FAIBLE,Dirigeant PME,Industrie,HNWI,2857218.33,179254.5,physique,False,,False,False,False,clear,clear,2023-02-02
CLI_0150,Vallée,Anaïs,1963-09-08,France,France,0,FAIBLE,Chef d'entreprise,Commerce,mass_affluent,498218.43,57954.67,physique,False,,False,False,False,clear,clear,2017-07-13
CLI_0151,Vallet,Arnaude,1978-08-23,France,France,0,FAIBLE,Ancien ministre,Politique,mass_affluent,489038.81,41656.38,physique,True,PPE1,False,False,False,clear,clear,2018-05-03
CLI_0152,Blanc,Antoine,1980-08-08,Belgium,Belgium,0,FAIBLE,Gestionnaire de fonds,Finance,HNWI,2526925.1,294129.73,physique,False,,False,False,False,clear,clear,2025-06-04
CLI_0153,Goncalves,Audrey,1958-03-30,Spain,Belgium,0,FAIBLE,Expert comptable,Finance,HNWI,1231794.61,103231.95,physique,False,,False,False,False,clear,clear,2024-10-21
CLI_0154,Schneider,Charlotte,1984-06-08,France,France,0,FAIBLE,Dirigeant PME,Industrie,HNWI,2332794.79,257316.49,physique,False,,False,False,False,pending,clear,2018-05-14
CLI_0155,Nicolas,Jeanne,1970-09-28,France,France,0,FAIBLE,Gestionnaire de fonds,Finance,mass_affluent,497439.39,33504.69,physique,False,,False,False,False,clear,clear,2024-10-16
CLI_0156,Humbert,Zacharie,1959-06-12,Belgium,Belgium,0,FAIBLE,Entrepreneur tech,Technologie,mass_affluent,332454.88,21040.53,physique,False,,False,False,False,pending,clear,2024-03-17
CLI_0157,Gimenez,Théophile,1946-06-05,Sweden,Sweden,0,FAIBLE,Avocat d'affaires,Juridique,HNWI,7319423.73,546780.39,physique,False,,False,False,False,clear,clear,2018-05-15
CLI_0158,Bonneau,Céline,1976-06-03,Belgium,Belgium,0,FAIBLE,Médecin chirurgien,Santé,HNWI,2762600.61,285846.21,physique,False,,False,False,False,clear,clear,2020-02-17
CLI_0159,Guyon,Joseph,1964-08-09,Finland,France,0,FAIBLE,Notaire,Juridique,HNWI,1000000.0,93626.91,physique,False,,False,False,False,clear,clear,2021-07-16
CLI_0160,Collin,Matthieu,1969-11-18,France,France,0,FAIBLE,Haut fonctionnaire,Politique,HNWI,3139542.12,268865.92,physique,True,PPE1,False,False,False,clear,clear,2020-07-30
CLI_0161,Carpentier,Marcelle,1953-09-28,Sweden,France,0,FAIBLE,Avocat d'affaires,Juridique,HNWI,1002214.72,72457.22,physique,False,,False,False,False,clear,clear,2023-07-27
CLI_0162,Dijoux,Thibault,1965-08-19,Germany,Belgium,0,FAIBLE,Avocat d'affaires,Juridique,HNWI,3439921.55,260694.61,physique,False,,False,False,False,hit,clear,2017-06-28
CLI_0163,Lacroix,Marie,1965-12-17,Italy,Italy,0,FAIBLE,Gestionnaire de fonds,Finance,mass_affluent,703229.26,73368.85,physique,False,,False,False,False,clear,clear,2021-06-24
CLI_0164,Thibault,Mathilde,1963-12-28,France,France,0,FAIBLE,Directeur financier,Finance,HNWI,1116291.26,100555.43,physique,False,,False,False,False,clear,clear,2025-02-21
CLI_0165,Maillot,Arnaude,1995-03-01,Germany,France,0,FAIBLE,Médecin chirurgien,Santé,HNWI,3891725.89,395043.68,physique,False,,False,False,False,clear,clear,2019-05-26
CLI_0166,Pottier,Dominique,1992-02-02,France,France,0,FAIBLE,Directeur financier,Finance,HNWI,2647024.27,197997.65,physique,False,,False,False,False,clear,clear,2024-03-15
CLI_0167,Perrier,Josette,1957-03-29,Italy,Belgium,0,FAIBLE,Expert comptable,Finance,mass_affluent,614659.7,72995.89,physique,False,,False,False,False,clear,clear,2018-03-08
CLI_0168,Costa,Suzanne,1978-06-04,France,France,0,FAIBLE,Avocat d'affaires,Juridique,HNWI,7480087.8,728287.96,physique,False,,False,False,False,pending,clear,2023-07-26
CLI_0169,Parent,Arnaude,1980-08-01,Sweden,Luxembourg,0,FAIBLE,Banquier privé,Finance,mass_affluent,401051.35,38468.06,physique,False,,False,False,False,clear,clear,2022-12-31
CLI_0170,Blanchard,Marthe,1954-01-13,France,France,0,FAIBLE,Notaire,Juridique,mass_affluent,327258.46,31707.54,physique,False,,False,False,False,clear,clear,2019-02-10
CLI_0171,Thierry,Margaux,1955-11-26,Norway,France,0,FAIBLE,Gestionnaire de fonds,Finance,HNWI,1063780.79,64950.07,physique,False,,False,False,False,clear,clear,2020-03-15
CLI_0172,Guyot,Renée,1947-01-12,Belgium,Belgium,0,FAIBLE,Gestionnaire de fonds,Finance,mass_affluent,319232.8,21150.9,physique,False,,False,False,False,clear,clear,2024-09-28
CLI_0173,Perrier,Cécile,1992-10-04,Luxembourg,Luxembourg,0,FAIBLE,Médecin chirurgien,Santé,HNWI,1878583.89,118429.34,physique,False,,False,False,False,clear,clear,2017-05-09
CLI_0174,Chevalier,Dorothée,1958-04-24,Germany,France,0,FAIBLE,Entrepreneur tech,Technologie,HNWI,2517574.21,221624.66,physique,False,,False,False,False,clear,clear,2021-01-15
CLI_0175,Imbert,Pierre,1969-01-05,France,France,0,FAIBLE,Chef d'entreprise,Commerce,mass_affluent,494190.49,25196.74,physique,False,,False,False,False,clear,clear,2024-08-17
CLI_0176,Dijoux,Madeleine,1980-02-01,France,France,0,FAIBLE,Expert comptable,Finance,HNWI,3537844.76,342632.87,physique,False,,False,False,False,clear,clear,2024-04-23
CLI_0177,Langlois,Martine,1968-05-17,France,France,0,FAIBLE,Entrepreneur tech,Technologie,HNWI,2000887.37,180282.78,moral,False,,False,False,False,clear,clear,2019-04-23
CLI_0178,Berthelot,Christelle,1983-09-30,Belgium,Belgium,0,FAIBLE,Médecin chirurgien,Santé,HNWI,5484704.93,539257.98,physique,False,,False,False,False,clear,clear,2022-08-05
CLI_0179,Giraud,Nicolas,1965-07-09,France,France,0,FAIBLE,Ancien ministre,Politique,HNWI,1647451.68,163321.52,physique,True,PPE1,False,False,False,clear,clear,2020-02-21
CLI_0180,Voisin,Thibault,1984-05-03,Finland,Finland,0,FAIBLE,Gestionnaire de fonds,Finance,HNWI,13311227.59,1321320.75,physique,False,,False,False,False,clear,clear,2017-01-27
CLI_0181,Vidal,Maryse,1973-12-07,Belgium,Belgium,0,FAIBLE,Avocat d'affaires,Juridique,mass_affluent,568221.7,55470.18,physique,False,,False,False,False,clear,clear,2022-11-01
CLI_0182,Colin,Édith,1957-03-23,France,France,0,FAIBLE,Dirigeant PME,Industrie,HNWI,1088150.16,115870.66,physique,False,,False,False,False,clear,clear,2019-04-03
CLI_0183,Chartier,Marie,1958-04-05,France,Portugal,0,FAIBLE,Notaire,Juridique,HNWI,1000000.0,54831.34,physique,False,,False,False,False,clear,clear,2017-06-10
CLI_0184,Charpentier,François,1991-10-14,Italy,Italy,0,FAIBLE,Gestionnaire de fonds,Finance,HNWI,2779358.46,317397.33,physique,False,,False,False,False,clear,clear,2024-07-09
CLI_0185,Fernandes,Gabrielle,1996-01-23,Sweden,Sweden,0,FAIBLE,Chef d'entreprise,Commerce,mass_affluent,404584.09,40842.79,moral,False,,False,False,False,clear,clear,2017-07-19
CLI_0186,Lamy,Victoire,1967-06-22,France,France,0,FAIBLE,Directeur financier,Finance,HNWI,3268364.76,198907.76,physique,False,,False,False,False,clear,clear,2017-01-10
CLI_0187,Pinto,Jeannine,1968-03-02,France,France,0,FAIBLE,Directeur financier,Finance,HNWI,2761449.66,157575.97,physique,False,,False,False,False,clear,clear,2025-01-03
CLI_0188,Morel,Audrey,1970-12-12,France,France,0,FAIBLE,Gestionnaire de fonds,Finance,mass_affluent,429711.11,51369.32,physique,False,,False,False,False,clear,clear,2023-04-21
CLI_0189,Voisin,Édith,1947-07-06,Belgium,Belgium,0,FAIBLE,Gestionnaire de fonds,Finance,mass_affluent,315300.84,24892.75,physique,False,,False,False,False,clear,clear,2017-11-09
CLI_0190,Durand,Jean,1992-10-23,Sweden,Portugal,0,FAIBLE,Chef d'entreprise,Commerce,HNWI,1000000.0,96993.98,physique,False,,False,False,False,clear,clear,2018-11-01
CLI_0191,Benoit,Alix,1958-05-18,Finland,France,0,FAIBLE,Promoteur immobilier,Immobilier,HNWI,1450529.95,87183.56,physique,False,,False,False,False,clear,clear,2019-12-24
CLI_0192,Mary,Aurore,1981-08-24,Belgium,France,0,FAIBLE,Avocat d'affaires,Juridique,mass_affluent,623160.58,68111.04,physique,False,,False,False,False,clear,clear,2023-06-23
CLI_0193,Gilles,Catherine,1965-01-11,France,France,0,FAIBLE,Directeur financier,Finance,HNWI,2303328.07,205271.52,physique,False,,False,False,False,clear,clear,2019-04-16
CLI_0194,Simon,Laetitia,1965-12-07,Germany,Luxembourg,0,FAIBLE,Dirigeant PME,Industrie,HNWI,1000000.0,98693.84,physique,False,,False,False,False,clear,clear,2022-11-25
CLI_0195,Bailly,Odette,1962-10-26,France,France,0,FAIBLE,Entrepreneur tech,Technologie,HNWI,2238298.75,189828.8,physique,False,,False,False,False,pending,clear,2019-11-22
CLI_0196,Rossi,Zacharie,1964-05-13,Finland,Finland,0,FAIBLE,Héritier,Patrimoine,HNWI,2596622.62,132779.32,physique,False,,False,False,False,clear,clear,2017-05-15
CLI_0197,Munoz,Laurence,1987-12-25,France,France,0,FAIBLE,Chef d'entreprise,Commerce,HNWI,1068001.6,104599.29,physique,False,,False,False,False,clear,clear,2025-04-27
CLI_0198,Lacroix,Isabelle,1977-10-24,Belgium,Belgium,0,FAIBLE,Avocat d'affaires,Juridique,HNWI,2208021.83,138847.8,physique,False,,False,False,False,pending,clear,2024-08-15
CLI_0199,Lemaire,Thomas,1952-04-13,Belgium,Belgium,0,FAIBLE,Rentier,Patrimoine,HNWI,2065217.49,225063.54,physique,False,,False,False,False,clear,clear,2024-08-26
CLI_0200,Lucas,Philippine,1961-12-11,Belgium,Belgium,0,FAIBLE,Promoteur immobilier,Immobilier,HNWI,1000000.0,51101.22,physique,False,,False,False,False,clear,clear,2022-11-08
CLI_0201,Pottier,Clémence,1964-02-17,Luxembourg,Portugal,0,FAIBLE,Avocat d'affaires,Juridique,HNWI,2547062.14,289560.56,physique,False,,False,False,False,clear,clear,2022-09-04
CLI_0202,Brunet,Michel,1982-09-21,Sweden,France,0,FAIBLE,Avocat d'affaires,Juridique,mass_affluent,553664.29,45472.36,physique,False,,False,False,False,clear,clear,2020-07-08
CLI_0203,Couturier,Lucas,1954-01-23,Finland,Finland,0,FAIBLE,Dirigeant PME,Industrie,HNWI,4231791.02,375313.74,physique,False,,False,False,False,clear,clear,2017-12-24
CLI_0204,Fabre,Manon,1990-02-17,Belgium,France,0,FAIBLE,Médecin chirurgien,Santé,HNWI,4146028.46,474059.61,physique,False,,False,False,False,clear,clear,2017-07-31
CLI_0205,Poulain,Léon,1980-12-07,Belgium,Belgium,0,FAIBLE,Entrepreneur tech,Technologie,HNWI,1000000.0,52303.12,physique,False,,False,False,False,clear,clear,2018-12-13
CLI_0206,Blin,Théophile,1951-12-30,Belgium,Belgium,0,FAIBLE,Gestionnaire de fonds,Finance,HNWI,1028407.94,92216.02,physique,False,,False,False,False,clear,clear,2020-02-13
CLI_0207,Maillot,Emmanuel,1984-03-18,Monaco,France,0,FAIBLE,Gestionnaire de fonds,Finance,HNWI,2843438.7,152859.71,physique,False,,False,False,False,clear,clear,2019-07-26
CLI_0208,Pons,Émile,1979-12-28,Italy,Italy,0,FAIBLE,Ancien ministre,Politique,HNWI,2840953.14,297869.3,physique,True,PPE1,False,False,False,clear,clear,2024-05-13
CLI_0209,Legendre,Thomas,1957-04-04,France,France,0,FAIBLE,Chef d'entreprise,Commerce,HNWI,2843463.42,284112.03,physique,False,,False,False,False,clear,clear,2018-07-21
CLI_0210,Blanchet,Chantal,1970-05-30,Belgium,Belgium,0,FAIBLE,Gestionnaire de fonds,Finance,mass_affluent,999999.0,103294.15,physique,False,,False,False,False,clear,clear,2020-01-02
CLI_0211,Bourgeois,Sébastien,1990-01-08,Belgium,Belgium,0,FAIBLE,Avocat d'affaires,Juridique,mass_affluent,555906.95,40420.06,physique,False,,False,False,False,clear,clear,2022-04-14
CLI_0212,Leconte,Thérèse,1970-02-28,France,France,0,FAIBLE,Rentier,Patrimoine,HNWI,4390246.56,271603.14,physique,False,,False,False,False,clear,clear,2017-04-16
CLI_0213,Bazin,Noël,1972-12-03,France,France,0,FAIBLE,Entrepreneur tech,Technologie,HNWI,3866271.77,327497.08,physique,False,,False,False,False,clear,clear,2023-12-31
CLI_0214,Laine,Jules,1992-08-21,France,France,0,FAIBLE,Médecin chirurgien,Santé,HNWI,3128217.39,334979.79,physique,False,,False,False,False,hit,clear,2016-12-09
CLI_0215,Joubert,Susan,1962-04-30,Luxembourg,France,0,FAIBLE,Ancien ministre,Politique,mass_affluent,389996.21,27456.27,physique,True,PPE1,False,False,False,clear,clear,2019-11-08
CLI_0216,Dupont,Cécile,1988-01-05,France,France,0,FAIBLE,Promoteur immobilier,Immobilier,HNWI,3372883.09,404100.22,physique,False,,False,False,False,clear,clear,2023-04-23
CLI_0217,Martel,Élisabeth,1995-01-24,Portugal,Portugal,0,FAIBLE,Ancien ministre,Politique,mass_affluent,324769.15,35511.93,physique,True,PPE1,False,False,False,clear,clear,2019-07-16
CLI_0218,Deschamps,Hélène,1986-09-19,Germany,France,0,FAIBLE,Entrepreneur tech,Technologie,HNWI,1679870.01,140347.14,physique,False,,False,False,False,clear,clear,2023-12-06
CLI_0219,Marchal,Nath,1949-03-25,Belgium,Belgium,0,FAIBLE,Avocat d'affaires,Juridique,HNWI,1411615.73,160935.61,physique,False,,False,False,False,clear,clear,2021-03-29
CLI_0220,Boulay,Benoît,1964-10-12,Sweden,France,0,FAIBLE,Expert comptable,Finance,HNWI,2099714.41,168254.08,physique,False,,False,False,False,clear,clear,2023-05-28
CLI_0221,Millet,Adélaïde,1986-12-06,Belgium,Belgium,0,FAIBLE,Notaire,Juridique,HNWI,10021676.92,852169.29,physique,False,,False,False,False,clear,clear,2022-01-28
CLI_0222,Bruneau,Astrid,1977-04-13,France,France,0,FAIBLE,Diplomate,Politique,mass_affluent,209628.86,15515.61,moral,True,PPE1,False,False,False,clear,clear,2017-05-18
CLI_0223,Ribeiro,Michèle,1947-11-06,France,France,0,FAIBLE,Gestionnaire de fonds,Finance,mass_affluent,582162.02,63713.33,physique,False,,False,False,False,clear,clear,2016-09-02
CLI_0224,Dubois,Emmanuel,1969-02-11,Norway,Norway,0,FAIBLE,Entrepreneur tech,Technologie,mass_affluent,232097.69,18185.62,physique,False,,False,False,False,clear,clear,2017-07-04
CLI_0225,Nicolas,Raymond,1964-09-14,France,France,0,FAIBLE,Expert comptable,Finance,HNWI,1424950.59,99011.46,physique,False,,False,False,False,clear,clear,2018-08-31
CLI_0226,Fischer,Constance,1948-02-28,Spain,Italy,0,FAIBLE,Avocat d'affaires,Juridique,mass_affluent,683909.06,59459.09,physique,False,,False,False,False,clear,clear,2021-02-10
CLI_0227,Baudry,Anne,1975-02-21,Monaco,Belgium,0,FAIBLE,Promoteur immobilier,Immobilier,HNWI,2074013.16,237075.84,physique,False,,False,False,False,clear,clear,2017-09-20
CLI_0228,Samson,Henriette,1985-03-20,France,France,0,FAIBLE,Dirigeant PME,Industrie,mass_affluent,287478.14,22095.48,physique,False,,False,False,False,clear,clear,2017-07-04
CLI_0229,Fernandes,Joseph,1948-09-13,Belgium,Belgium,0,FAIBLE,Directeur banque centrale,Finance,HNWI,1201747.62,130917.14,physique,True,PPE1,False,False,False,clear,clear,2019-02-07
CLI_0230,Dumas,François,1959-07-25,France,France,0,FAIBLE,Chef d'entreprise,Commerce,HNWI,3190596.42,252357.45,physique,False,,False,False,False,clear,clear,2016-12-04
CLI_0231,Durand,Suzanne,1959-03-03,France,France,0,FAIBLE,Gestionnaire de fonds,Finance,mass_affluent,330331.95,29596.27,physique,False,,False,False,False,clear,clear,2017-01-20
CLI_0232,Martinez,Virginie,1991-03-11,Belgium,Belgium,0,FAIBLE,Entrepreneur tech,Technologie,HNWI,2307144.14,186637.95,physique,False,,False,False,False,clear,clear,2020-10-03
CLI_0233,Hoareau,Henriette,1948-02-01,Belgium,Belgium,0,FAIBLE,Entrepreneur tech,Technologie,mass_affluent,450551.98,53875.67,physique,False,,False,False,False,clear,clear,2016-12-09
CLI_0234,Leclercq,Mathilde,1975-02-13,Belgium,Belgium,0,FAIBLE,Promoteur immobilier,Immobilier,HNWI,1256549.16,134384.28,physique,False,,False,False,False,clear,clear,2021-09-08
CLI_0235,Lefebvre,Agnès,1977-07-30,Norway,Belgium,0,FAIBLE,Chef d'entreprise,Commerce,mass_affluent,999999.0,97550.85,physique,False,,False,False,False,hit,clear,2025-07-21
CLI_0236,Richard,Thomas,1971-12-01,Luxembourg,Luxembourg,0,FAIBLE,Directeur banque centrale,Finance,HNWI,3090190.56,308393.72,physique,True,PPE1,False,False,False,clear,clear,2020-03-25
CLI_0237,De Oliveira,Louis,1954-01-03,France,France,0,FAIBLE,Notaire,Juridique,HNWI,1000000.0,103821.9,physique,False,,False,False,False,clear,clear,2019-02-19
CLI_0238,Chrétien,Arnaude,1986-03-24,Sweden,Sweden,0,FAIBLE,Médecin chirurgien,Santé,HNWI,2259192.53,266698.85,physique,False,,False,False,False,clear,clear,2023-09-16
CLI_0239,Deschamps,Alexandrie,1959-10-27,Sweden,Italy,0,FAIBLE,Médecin chirurgien,Santé,HNWI,1247621.47,91878.41,physique,False,,False,False,False,clear,clear,2017-06-28
CLI_0240,Georges,Thierry,1968-08-27,France,France,0,FAIBLE,Directeur financier,Finance,mass_affluent,622172.92,71587.4,physique,False,,False,False,False,clear,pending,2020-03-13
CLI_0241,Mace,Olivie,1993-12-31,France,France,0,FAIBLE,Directeur banque centrale,Finance,HNWI,1138515.16,131260.31,physique,True,PPE1,False,False,False,clear,clear,2022-05-08
CLI_0242,Verdier,Margaret,1964-08-27,France,France,0,FAIBLE,Héritier,Patrimoine,HNWI,1829740.1,146463.68,physique,False,,False,False,False,clear,clear,2021-10-06
CLI_0243,Caron,Valérie,1982-10-13,Sweden,France,0,FAIBLE,Expert comptable,Finance,HNWI,2823509.28,336479.98,physique,False,,False,False,False,clear,clear,2017-01-02
CLI_0244,Grégoire,Auguste,1983-02-22,France,France,0,FAIBLE,Gestionnaire de fonds,Finance,HNWI,3634669.11,388676.08,physique,False,,False,False,False,clear,clear,2022-06-16
CLI_0245,Perrier,Lucas,1963-12-18,France,France,0,FAIBLE,Notaire,Juridique,mass_affluent,273725.6,16586.73,physique,False,,False,False,False,clear,clear,2024-01-20
CLI_0246,Payet,Brigitte,1955-02-16,France,France,0,FAIBLE,Dirigeant PME,Industrie,HNWI,1568843.27,93798.18,physique,False,,False,False,False,clear,clear,2024-06-10
CLI_0247,Descamps,Anouk,1975-11-07,Spain,Belgium,0,FAIBLE,Expert comptable,Finance,HNWI,1421947.95,91546.72,physique,False,,False,False,False,clear,clear,2022-11-03
CLI_0248,Fontaine,Élise,1950-08-02,Belgium,Belgium,0,FAIBLE,Gestionnaire de fonds,Finance,mass_affluent,340669.58,31196.85,physique,False,,False,False,False,hit,hit,2016-11-04
CLI_0249,Caron,Marcel,1949-06-07,Luxembourg,Luxembourg,0,FAIBLE,Chef d'entreprise,Commerce,HNWI,6823055.62,566115.91,physique,False,,False,False,False,clear,clear,2023-11-14
CLI_0250,Maillot,Thibault,1965-02-23,France,France,0,FAIBLE,Chef d'entreprise,Commerce,HNWI,2632612.34,223965.36,physique,False,,False,False,False,clear,clear,2024-07-01
CLI_0251,Navarro,Denise,1960-11-03,Italy,Belgium,0,FAIBLE,Expert comptable,Finance,HNWI,1000000.0,60876.4,physique,False,,False,False,False,clear,clear,2017-08-13
CLI_0252,Lévy,Susanne,1972-09-05,Belgium,Belgium,0,FAIBLE,Directeur financier,Finance,HNWI,3769690.13,211234.19,moral,False,,False,False,False,clear,clear,2017-08-27
CLI_0253,Carpentier,Sébastien,1982-12-17,France,France,0,FAIBLE,Gestionnaire de fonds,Finance,mass_affluent,999999.0,84748.82,physique,False,,False,False,False,clear,clear,2021-04-18
CLI_0254,Duhamel,Élisabeth,1979-10-15,France,France,0,FAIBLE,Promoteur immobilier,Immobilier,HNWI,4084564.55,212621.75,physique,False,,False,False,False,clear,clear,2017-07-30
CLI_0255,Chauveau,Anne,1952-05-04,Germany,Portugal,0,FAIBLE,Notaire,Juridique,HNWI,1000000.0,61681.7,physique,False,,False,False,False,clear,clear,2024-08-05
CLI_0256,Leclerc,Sébastien,1948-10-17,Belgium,Belgium,0,FAIBLE,Dirigeant PME,Industrie,mass_affluent,364508.95,30262.82,physique,False,,False,False,False,clear,clear,2017-09-16
CLI_0257,Descamps,Lucas,1948-01-31,Finland,Finland,0,FAIBLE,Notaire,Juridique,HNWI,4813032.04,549214.28,physique,False,,False,False,False,clear,clear,2020-01-25
CLI_0258,Menard,Bernadette,1948-03-11,France,France,0,FAIBLE,Directeur financier,Finance,mass_affluent,333344.65,18275.57,physique,False,,False,False,False,clear,clear,2022-08-28
CLI_0259,Torres,Audrey,1976-01-02,France,France,0,FAIBLE,Notaire,Juridique,mass_affluent,528357.16,35389.83,physique,False,,True,False,False,hit,pending,2024-11-29
CLI_0260,David,Nicolas,1951-04-29,Italy,Italy,0,FAIBLE,Gestionnaire de fonds,Finance,HNWI,3410071.57,299773.13,physique,False,,False,False,False,clear,clear,2023-05-02
CLI_0261,Grégoire,Dorothée,1985-07-17,France,France,0,FAIBLE,Gestionnaire de fonds,Finance,HNWI,1036280.76,69090.63,physique,False,,False,False,False,clear,pending,2016-10-12
CLI_0262,Hardy,Patricia,1961-05-21,Monaco,Portugal,0,FAIBLE,Dirigeant PME,Industrie,HNWI,1901839.72,156125.94,physique,False,,False,False,False,clear,clear,2023-01-24
CLI_0263,Poirier,Sylvie,1991-11-03,Belgium,Belgium,0,FAIBLE,Médecin chirurgien,Santé,mass_affluent,125000.0,8533.67,physique,False,,False,False,False,clear,clear,2025-03-15
CLI_0264,Lombard,Philippe,1950-10-25,Portugal,Portugal,0,FAIBLE,Promoteur immobilier,Immobilier,mass_affluent,293679.68,16856.05,physique,False,,False,False,False,clear,clear,2022-10-14
CLI_0265,Navarro,Anne,1991-02-27,France,France,0,FAIBLE,Gestionnaire de fonds,Finance,HNWI,1661451.7,162861.87,physique,False,,False,False,False,clear,clear,2019-04-19
CLI_0266,Blin,Laurence,1974-04-20,Finland,Finland,0,FAIBLE,Promoteur immobilier,Immobilier,mass_affluent,268575.33,19047.05,physique,False,,False,False,False,clear,clear,2020-12-01
CLI_0267,Jean,Jérôme,1967-03-23,Finland,Finland,0,FAIBLE,Notaire,Juridique,mass_affluent,849976.96,46168.06,physique,False,,False,False,False,clear,clear,2025-04-07
CLI_0268,Guillet,Clémence,1971-05-30,France,France,0,FAIBLE,Directeur financier,Finance,mass_affluent,249682.02,13610.93,physique,False,,False,False,False,clear,clear,2021-12-10
CLI_0269,Rémy,Pierre,1990-01-02,Portugal,Sweden,0,FAIBLE,Rentier,Patrimoine,mass_affluent,371009.22,29799.81,physique,False,,False,False,False,clear,clear,2022-12-30
CLI_0270,Pichon,Marcelle,1954-03-05,France,France,0,FAIBLE,Promoteur immobilier,Immobilier,mass_affluent,466165.61,43513.0,physique,False,,False,False,False,clear,clear,2018-05-31
CLI_0271,Lebrun,Marc,1980-01-13,Belgium,Belgium,0,FAIBLE,Dirigeant PME,Industrie,mass_affluent,787413.9,94163.77,physique,False,,False,False,False,clear,clear,2017-10-04
CLI_0272,Andre,Franck,1967-02-18,Portugal,Portugal,0,FAIBLE,Avocat d'affaires,Juridique,HNWI,1000000.0,62587.11,physique,False,,False,False,False,clear,clear,2025-01-23
CLI_0273,Normand,Aimé,1995-04-01,Italy,Italy,0,FAIBLE,Dirigeant PME,Industrie,HNWI,4475884.87,255167.53,physique,False,,False,False,False,clear,clear,2025-07-01
CLI_0274,Gimenez,Paul,1988-01-01,Luxembourg,Luxembourg,0,FAIBLE,Dirigeant PME,Industrie,mass_affluent,444228.0,48307.82,physique,False,,False,False,False,clear,clear,2020-07-15
CLI_0275,Lucas,Jeannine,1946-07-25,Italy,Italy,0,FAIBLE,Directeur financier,Finance,mass_affluent,298760.2,26714.43,physique,False,,False,False,False,pending,clear,2018-04-30
CLI_0276,Jean,Diane,1961-06-10,France,France,0,FAIBLE,Entrepreneur tech,Technologie,mass_affluent,532235.53,44419.97,physique,False,,False,False,False,clear,clear,2021-09-07
CLI_0277,Michel,Margaux,1946-05-04,France,France,0,FAIBLE,Chef d'entreprise,Commerce,HNWI,2279215.33,260299.36,physique,False,,False,False,False,clear,clear,2016-09-03
CLI_0278,Dufour,Aurélie,1961-05-31,Luxembourg,Luxembourg,0,FAIBLE,Promoteur immobilier,Immobilier,HNWI,1302567.91,154107.13,physique,False,,False,False,False,clear,clear,2023-11-27
CLI_0279,Charles,Julien,1961-09-05,France,France,0,FAIBLE,Promoteur immobilier,Immobilier,HNWI,2082045.66,136637.59,physique,False,,False,False,False,clear,clear,2024-09-10
CLI_0280,Didier,Antoinette,1984-07-12,Luxembourg,Belgium,0,FAIBLE,Chef d'entreprise,Commerce,HNWI,1514022.36,157394.93,moral,False,,False,False,False,clear,clear,2020-05-07
CLI_0281,Collet,Isabelle,1976-04-24,Italy,Italy,0,FAIBLE,Expert comptable,Finance,mass_affluent,462965.09,30861.12,physique,False,,False,False,False,clear,clear,2018-11-03
CLI_0282,Coste,Lucas,1969-05-12,France,France,0,FAIBLE,Gestionnaire de fonds,Finance,HNWI,3151822.68,310524.9,physique,False,,False,False,False,clear,clear,2018-04-22
CLI_0283,Colin,Josette,1979-10-17,France,France,0,FAIBLE,Médecin chirurgien,Santé,mass_affluent,834348.72,63639.39,physique,False,,False,False,False,clear,clear,2023-01-02
CLI_0284,Mercier,Margot,1965-09-15,Italy,Italy,0,FAIBLE,Chef d'entreprise,Commerce,HNWI,1000000.0,116616.35,physique,False,,False,False,False,clear,clear,2023-07-02
CLI_0285,Lagarde,Nathalie,1952-10-09,Denmark,Portugal,0,FAIBLE,Avocat d'affaires,Juridique,mass_affluent,999999.0,99315.23,physique,False,,False,False,False,clear,clear,2019-09-26
CLI_0286,Rodrigues,Patrick,1956-06-11,France,France,0,FAIBLE,Dirigeant PME,Industrie,HNWI,1000000.0,101098.18,physique,False,,False,False,False,clear,clear,2022-08-10
CLI_0287,Giraud,Guillaume,1992-09-01,France,France,0,FAIBLE,Notaire,Juridique,mass_affluent,416351.84,44829.77,physique,False,,False,False,False,clear,clear,2022-11-19
CLI_0288,Fabre,David,1990-01-13,France,France,0,FAIBLE,Directeur financier,Finance,HNWI,2993105.53,337147.67,physique,False,,False,False,False,clear,clear,2019-01-31
